Ensembl Gene ID,Human Ensembl Gene ID,Homology Type,"Orthology confidence [0 low, 1 high]",% Identity with respect to query gene,% Identity with respect to Human gene
ENSDARG00000067661,ENSG00000137699,ortholog_one2many,1,18,18
ENSDARG00000096118,ENSG00000228474,ortholog_one2one,1,95,95
ENSDARG00000103979,ENSG00000269058,ortholog_one2many,1,44,48
ENSDARG00000043666,ENSG00000146109,ortholog_one2one,1,43,48
ENSDARG00000036186,,,,,
ENSDARG00000086670,ENSG00000128915,ortholog_one2one,1,29,27
ENSDARG00000105119,,,,,
ENSDARG00000101873,ENSG00000169570,ortholog_one2one,1,57,55
ENSDARG00000100769,,,,,
ENSDARG00000098159,,,,,
ENSDARG00000091148,ENSG00000163254,ortholog_many2many,0,49,48
ENSDARG00000091148,ENSG00000168582,ortholog_many2many,0,46,46
ENSDARG00000091148,ENSG00000182187,ortholog_many2many,0,51,50
ENSDARG00000091148,ENSG00000118231,ortholog_many2many,0,49,48
ENSDARG00000025269,ENSG00000170248,ortholog_one2one,1,72,72
ENSDARG00000105285,,,,,
ENSDARG00000074634,ENSG00000079999,ortholog_one2one,1,77,73
ENSDARG00000074487,,,,,
ENSDARG00000092443,,,,,
ENSDARG00000063719,ENSG00000138592,ortholog_one2one,1,58,55
ENSDARG00000039682,ENSG00000188716,ortholog_one2many,1,22,45
ENSDARG00000071168,ENSG00000166710,ortholog_one2many,1,17,35
ENSDARG00000067672,ENSG00000187796,ortholog_one2one,0,42,44
ENSDARG00000068283,,,,,
ENSDARG00000037363,ENSG00000166444,ortholog_one2one,1,65,65
ENSDARG00000103833,,,,,
ENSDARG00000071594,ENSG00000075336,ortholog_one2one,1,40,39
ENSDARG00000039979,,,,,
ENSDARG00000073716,ENSG00000088882,ortholog_one2many,1,55,54
ENSDARG00000054878,,,,,
ENSDARG00000099583,,,,,
ENSDARG00000093677,,,,,
ENSDARG00000013881,ENSG00000281028,ortholog_one2many,1,61,79
ENSDARG00000013881,ENSG00000038210,ortholog_one2many,1,65,68
ENSDARG00000094001,,,,,
ENSDARG00000100081,ENSG00000122735,ortholog_one2many,1,50,41
ENSDARG00000101857,,,,,
ENSDARG00000029615,ENSG00000163807,ortholog_one2one,1,54,53
ENSDARG00000057648,ENSG00000067334,ortholog_one2one,1,24,31
ENSDARG00000055574,ENSG00000170802,ortholog_one2many,1,53,37
ENSDARG00000102931,,,,,
ENSDARG00000099181,ENSG00000174343,ortholog_one2many,1,64,48
ENSDARG00000098111,,,,,
ENSDARG00000068064,ENSG00000096717,ortholog_one2one,1,49,47
ENSDARG00000003963,ENSG00000076604,ortholog_one2one,1,77,77
ENSDARG00000013928,ENSG00000115762,ortholog_one2one,1,57,54
ENSDARG00000045900,ENSG00000084693,ortholog_one2one,1,54,54
ENSDARG00000076174,,,,,
ENSDARG00000005565,ENSG00000188833,ortholog_one2one,1,45,45
ENSDARG00000056855,ENSG00000257218,ortholog_one2many,1,38,51
ENSDARG00000056855,ENSG00000111780,ortholog_one2many,1,38,41
ENSDARG00000078558,,,,,
ENSDARG00000103237,,,,,
ENSDARG00000096135,,,,,
ENSDARG00000062873,,,,,
ENSDARG00000087765,ENSG00000163254,ortholog_many2many,0,48,48
ENSDARG00000087765,ENSG00000168582,ortholog_many2many,0,45,45
ENSDARG00000087765,ENSG00000182187,ortholog_many2many,0,51,50
ENSDARG00000087765,ENSG00000118231,ortholog_many2many,0,47,47
ENSDARG00000099824,ENSG00000196188,ortholog_one2one,0,39,44
ENSDARG00000098481,,,,,
ENSDARG00000086355,ENSG00000171811,ortholog_one2one,0,34,15
ENSDARG00000076239,ENSG00000101220,ortholog_one2many,1,59,51
ENSDARG00000006487,ENSG00000140350,ortholog_one2many,1,78,82
ENSDARG00000006487,ENSG00000139223,ortholog_one2many,1,42,84
ENSDARG00000059173,ENSG00000263761,ortholog_one2one,1,39,35
ENSDARG00000036848,ENSG00000167703,ortholog_one2many,1,75,76
ENSDARG00000105266,,,,,
ENSDARG00000020929,,,,,
ENSDARG00000012249,ENSG00000002587,ortholog_one2one,0,59,56
ENSDARG00000103525,ENSG00000047188,ortholog_one2one,1,63,62
ENSDARG00000041428,ENSG00000196449,ortholog_one2one,1,51,48
ENSDARG00000022415,ENSG00000188529,ortholog_one2many,1,59,43
ENSDARG00000092166,ENSG00000116663,ortholog_many2many,1,22,31
ENSDARG00000092166,ENSG00000132879,ortholog_many2many,1,22,35
ENSDARG00000103762,ENSG00000171136,ortholog_one2many,1,32,36
ENSDARG00000037408,ENSG00000175463,ortholog_one2one,1,14,42
ENSDARG00000092161,,,,,
ENSDARG00000104107,,,,,
ENSDARG00000058041,ENSG00000119421,ortholog_one2one,1,74,74
ENSDARG00000037145,,,,,
ENSDARG00000043627,ENSG00000197226,ortholog_one2one,0,72,70
ENSDARG00000024964,ENSG00000132849,ortholog_one2one,1,48,49
ENSDARG00000101080,ENSG00000171813,ortholog_one2one,1,46,47
ENSDARG00000035776,ENSG00000156239,ortholog_one2one,1,60,61
ENSDARG00000038995,ENSG00000116918,ortholog_one2many,1,65,63
ENSDARG00000038995,ENSG00000270106,ortholog_one2many,1,37,56
ENSDARG00000097622,,,,,
ENSDARG00000096257,,,,,
ENSDARG00000055506,,,,,
ENSDARG00000068217,ENSG00000111450,ortholog_one2many,1,60,65
ENSDARG00000105023,ENSG00000110876,ortholog_one2one,1,23,15
ENSDARG00000044899,ENSG00000163444,ortholog_one2one,1,67,65
ENSDARG00000075492,,,,,
ENSDARG00000086345,ENSG00000111249,ortholog_one2one,1,57,52
ENSDARG00000104488,,,,,
ENSDARG00000056978,ENSG00000168924,ortholog_one2one,1,62,64
ENSDARG00000037555,ENSG00000168874,ortholog_one2one,0,48,40
ENSDARG00000098652,ENSG00000099715,ortholog_one2many,1,65,64
ENSDARG00000098652,ENSG00000102290,ortholog_one2many,1,66,51
ENSDARG00000070394,ENSG00000159650,ortholog_one2one,1,73,70
ENSDARG00000059424,ENSG00000099999,ortholog_one2one,1,37,37
ENSDARG00000070601,ENSG00000266094,ortholog_one2one,1,39,45
ENSDARG00000012234,ENSG00000131467,ortholog_one2one,1,73,73
ENSDARG00000004594,ENSG00000048405,ortholog_one2many,0,44,47
ENSDARG00000045666,ENSG00000151458,ortholog_one2many,0,84,66
ENSDARG00000039666,ENSG00000104522,ortholog_one2many,1,74,73
ENSDARG00000067520,ENSG00000140284,ortholog_one2many,1,51,51
ENSDARG00000102748,ENSG00000128951,ortholog_one2one,1,78,35
ENSDARG00000101638,,,,,
ENSDARG00000102379,,,,,
ENSDARG00000090489,ENSG00000230062,ortholog_one2one,1,52,36
ENSDARG00000078087,ENSG00000119946,ortholog_one2one,1,60,44
ENSDARG00000095062,ENSG00000143375,ortholog_one2many,1,30,6
ENSDARG00000021195,,,,,
ENSDARG00000103581,ENSG00000141040,ortholog_many2many,0,40,21
ENSDARG00000103581,ENSG00000176371,ortholog_many2many,0,41,27
ENSDARG00000103581,ENSG00000196150,ortholog_many2many,0,40,29
ENSDARG00000103581,ENSG00000125945,ortholog_many2many,0,37,33
ENSDARG00000103581,ENSG00000180938,ortholog_many2many,0,39,30
ENSDARG00000103581,ENSG00000183309,ortholog_many2many,0,41,32
ENSDARG00000103581,ENSG00000198939,ortholog_many2many,0,39,35
ENSDARG00000103581,ENSG00000180787,ortholog_many2many,0,38,31
ENSDARG00000103581,ENSG00000251247,ortholog_many2many,0,39,33
ENSDARG00000103581,ENSG00000197951,ortholog_many2many,0,38,32
ENSDARG00000103581,ENSG00000196653,ortholog_many2many,0,40,31
ENSDARG00000103581,ENSG00000196345,ortholog_many2many,0,37,20
ENSDARG00000057331,ENSG00000173338,ortholog_one2one,1,32,36
ENSDARG00000101299,,,,,
ENSDARG00000104085,ENSG00000117528,ortholog_one2one,1,78,78
ENSDARG00000102477,ENSG00000164211,ortholog_one2one,1,59,57
ENSDARG00000099640,ENSG00000074266,ortholog_one2one,1,89,85
ENSDARG00000097525,,,,,
ENSDARG00000052192,ENSG00000180739,ortholog_one2one,1,50,45
ENSDARG00000043555,ENSG00000112697,ortholog_one2many,1,70,72
ENSDARG00000002479,ENSG00000186871,ortholog_one2one,1,38,44
ENSDARG00000069420,ENSG00000113595,ortholog_one2one,1,88,88
ENSDARG00000043226,ENSG00000008441,ortholog_one2many,1,93,56
ENSDARG00000034943,,,,,
ENSDARG00000033832,ENSG00000116748,ortholog_one2one,1,72,67
ENSDARG00000077080,ENSG00000167191,ortholog_one2many,1,47,46
ENSDARG00000021404,,,,,
ENSDARG00000076480,ENSG00000126217,ortholog_one2many,1,54,53
ENSDARG00000071774,ENSG00000124802,ortholog_one2many,1,63,63
ENSDARG00000071774,ENSG00000265818,ortholog_one2many,1,47,54
ENSDARG00000104559,,,,,
ENSDARG00000098914,,,,,
ENSDARG00000055607,ENSG00000143375,ortholog_one2many,1,35,34
ENSDARG00000009026,ENSG00000145362,ortholog_one2many,1,38,47
ENSDARG00000102216,,,,,
ENSDARG00000030614,ENSG00000067715,ortholog_one2many,0,83,82
ENSDARG00000003421,ENSG00000073792,ortholog_one2many,1,77,78
ENSDARG00000102813,,,,,
ENSDARG00000045785,ENSG00000133641,ortholog_one2one,1,60,60
ENSDARG00000055463,ENSG00000183423,ortholog_one2one,1,47,44
ENSDARG00000006409,ENSG00000188130,ortholog_one2many,1,69,68
ENSDARG00000101349,,,,,
ENSDARG00000074530,ENSG00000184261,ortholog_one2one,1,71,68
ENSDARG00000043102,ENSG00000079257,ortholog_one2many,1,27,37
ENSDARG00000043102,ENSG00000118849,ortholog_one2many,1,22,22
ENSDARG00000094176,ENSG00000129355,ortholog_one2one,1,56,52
ENSDARG00000005374,ENSG00000137822,ortholog_one2one,1,89,89
ENSDARG00000099481,ENSG00000165533,ortholog_one2one,1,75,37
ENSDARG00000097618,,,,,
ENSDARG00000056984,ENSG00000172613,ortholog_one2one,1,51,49
ENSDARG00000039750,ENSG00000157978,ortholog_one2many,0,62,55
ENSDARG00000086932,,,,,
ENSDARG00000100090,,,,,
ENSDARG00000037484,ENSG00000170088,ortholog_one2one,1,38,38
ENSDARG00000052731,ENSG00000145700,ortholog_one2one,0,28,4
ENSDARG00000092825,ENSG00000185055,ortholog_one2one,1,33,37
ENSDARG00000100307,ENSG00000154736,ortholog_one2one,1,62,63
ENSDARG00000071384,ENSG00000151012,ortholog_one2one,1,67,43
ENSDARG00000103662,ENSG00000278195,ortholog_one2many,1,52,53
ENSDARG00000104674,,,,,
ENSDARG00000071863,ENSG00000150093,ortholog_one2many,1,78,78
ENSDARG00000095943,,,,,
ENSDARG00000102917,,,,,
ENSDARG00000076867,ENSG00000186260,ortholog_one2many,1,47,39
ENSDARG00000052374,ENSG00000113194,ortholog_one2one,1,84,84
ENSDARG00000003867,ENSG00000156345,ortholog_one2one,0,76,75
ENSDARG00000099617,ENSG00000100445,ortholog_one2one,1,53,55
ENSDARG00000093270,,,,,
ENSDARG00000103396,ENSG00000182348,ortholog_one2one,1,85,6
ENSDARG00000100662,ENSG00000169248,ortholog_one2many,1,44,44
ENSDARG00000036232,ENSG00000134160,ortholog_one2many,1,18,7
ENSDARG00000092683,,,,,
ENSDARG00000076058,ENSG00000177628,ortholog_one2one,1,56,54
ENSDARG00000076401,ENSG00000006116,ortholog_one2one,1,82,80
ENSDARG00000092131,,,,,
ENSDARG00000103320,ENSG00000172954,ortholog_one2one,1,60,56
ENSDARG00000101246,ENSG00000108389,ortholog_one2one,1,63,59
ENSDARG00000018853,,,,,
ENSDARG00000102858,,,,,
ENSDARG00000101169,ENSG00000100351,ortholog_one2many,1,52,39
ENSDARG00000104394,,,,,
ENSDARG00000094470,ENSG00000184470,ortholog_one2many,1,70,27
ENSDARG00000100686,,,,,
ENSDARG00000090980,ENSG00000175336,ortholog_one2one,1,19,23
ENSDARG00000075619,ENSG00000138092,ortholog_one2one,1,22,24
ENSDARG00000095077,,,,,
ENSDARG00000091917,,,,,
ENSDARG00000061478,ENSG00000159217,ortholog_one2one,1,77,80
ENSDARG00000098373,,,,,
ENSDARG00000097043,,,,,
ENSDARG00000100297,,,,,
ENSDARG00000055713,ENSG00000184922,ortholog_one2many,1,59,58
ENSDARG00000068726,ENSG00000127241,ortholog_one2one,1,52,55
ENSDARG00000075923,ENSG00000184470,ortholog_one2many,1,65,64
ENSDARG00000033597,ENSG00000166181,ortholog_one2one,1,82,83
ENSDARG00000056979,ENSG00000143355,ortholog_one2one,1,90,89
ENSDARG00000099786,ENSG00000130402,ortholog_one2one,1,84,39
ENSDARG00000095364,ENSG00000122257,ortholog_one2many,1,51,7
ENSDARG00000095854,,,,,
ENSDARG00000079124,ENSG00000122085,ortholog_one2one,1,36,30
ENSDARG00000028389,ENSG00000255587,ortholog_one2one,1,7,13
ENSDARG00000055656,ENSG00000172367,ortholog_one2many,1,26,27
ENSDARG00000052646,ENSG00000137699,ortholog_one2many,1,24,15
ENSDARG00000104795,,,,,
ENSDARG00000093370,ENSG00000188993,ortholog_one2one,1,39,6
ENSDARG00000063624,ENSG00000168827,ortholog_one2one,1,78,76
ENSDARG00000028159,ENSG00000187079,ortholog_one2many,1,84,83
ENSDARG00000101485,,,,,
ENSDARG00000089805,ENSG00000189184,ortholog_one2many,1,68,68
ENSDARG00000102302,ENSG00000114742,ortholog_one2many,1,90,66
ENSDARG00000023174,ENSG00000149557,ortholog_one2one,1,69,69
ENSDARG00000075190,,,,,
ENSDARG00000025949,ENSG00000184216,ortholog_one2one,1,36,35
ENSDARG00000075555,ENSG00000140470,ortholog_one2one,1,69,40
ENSDARG00000077377,ENSG00000175785,ortholog_one2one,1,48,50
ENSDARG00000078324,ENSG00000142611,ortholog_one2one,1,63,64
ENSDARG00000099994,,,,,
ENSDARG00000104735,ENSG00000148826,ortholog_one2one,0,78,78
ENSDARG00000013478,ENSG00000067533,ortholog_one2one,1,52,46
ENSDARG00000098050,,,,,
ENSDARG00000101542,,,,,
ENSDARG00000020072,ENSG00000113296,ortholog_one2many,1,69,68
ENSDARG00000069139,ENSG00000171189,ortholog_one2many,1,80,78
ENSDARG00000103592,ENSG00000159216,ortholog_one2many,1,65,41
ENSDARG00000093407,,,,,
ENSDARG00000045755,ENSG00000133773,ortholog_one2one,1,34,36
ENSDARG00000077414,,,,,
ENSDARG00000063252,ENSG00000143294,ortholog_one2one,1,54,43
ENSDARG00000042948,ENSG00000101152,ortholog_one2many,1,83,85
ENSDARG00000013997,ENSG00000178607,ortholog_one2one,1,67,71
ENSDARG00000023600,ENSG00000107295,ortholog_one2many,1,75,74
ENSDARG00000100851,,,,,
ENSDARG00000100428,ENSG00000169627,ortholog_one2many,1,56,20
ENSDARG00000100428,ENSG00000183336,ortholog_one2many,1,56,20
ENSDARG00000068784,ENSG00000107738,ortholog_one2one,1,37,33
ENSDARG00000103875,,,,,
ENSDARG00000023659,ENSG00000104064,ortholog_one2one,1,70,64
ENSDARG00000102839,,,,,
ENSDARG00000086753,ENSG00000171159,ortholog_one2one,1,49,58
ENSDARG00000021739,ENSG00000114796,ortholog_one2many,1,78,78
ENSDARG00000101941,ENSG00000166801,ortholog_many2many,0,20,22
ENSDARG00000101941,ENSG00000189057,ortholog_many2many,0,20,18
ENSDARG00000099653,ENSG00000175166,ortholog_one2many,0,95,53
ENSDARG00000069600,,,,,
ENSDARG00000093470,,,,,
ENSDARG00000025332,ENSG00000106344,ortholog_one2one,1,44,49
ENSDARG00000093333,,,,,
ENSDARG00000101555,,,,,
ENSDARG00000103736,ENSG00000175318,ortholog_one2one,1,45,42
ENSDARG00000035459,ENSG00000182557,ortholog_one2one,0,50,48
ENSDARG00000040024,ENSG00000152642,ortholog_one2one,1,83,83
ENSDARG00000095523,,,,,
ENSDARG00000093927,,,,,
ENSDARG00000030583,ENSG00000141568,ortholog_one2many,0,75,62
ENSDARG00000070431,ENSG00000145216,ortholog_one2many,1,60,57
ENSDARG00000026333,ENSG00000260903,ortholog_one2many,1,64,44
ENSDARG00000100946,,,,,
ENSDARG00000096616,,,,,
ENSDARG00000098415,,,,,
ENSDARG00000104393,ENSG00000159899,ortholog_one2one,1,66,66
ENSDARG00000012222,ENSG00000163002,ortholog_one2one,1,74,70
ENSDARG00000057374,ENSG00000107819,ortholog_one2one,0,75,75
ENSDARG00000074546,,,,,
ENSDARG00000100613,,,,,
ENSDARG00000098602,,,,,
ENSDARG00000100024,ENSG00000184260,ortholog_many2many,0,92,91
ENSDARG00000100024,ENSG00000184270,ortholog_many2many,0,94,92
ENSDARG00000100024,ENSG00000282988,ortholog_many2many,0,93,70
ENSDARG00000100024,ENSG00000246705,ortholog_many2many,0,92,91
ENSDARG00000100024,ENSG00000164508,ortholog_many2many,0,90,88
ENSDARG00000100024,ENSG00000272196,ortholog_many2many,0,92,91
ENSDARG00000100024,ENSG00000181218,ortholog_many2many,0,92,91
ENSDARG00000100024,ENSG00000180573,ortholog_many2many,0,93,92
ENSDARG00000100024,ENSG00000277075,ortholog_many2many,0,93,92
ENSDARG00000100024,ENSG00000278677,ortholog_many2many,0,94,92
ENSDARG00000096083,ENSG00000177675,ortholog_many2many,0,27,22
ENSDARG00000096083,ENSG00000177575,ortholog_many2many,0,28,28
ENSDARG00000025983,ENSG00000198945,ortholog_one2one,1,59,54
ENSDARG00000073931,ENSG00000154124,ortholog_one2many,1,16,40
ENSDARG00000025554,ENSG00000105583,ortholog_one2one,0,88,88
ENSDARG00000071439,ENSG00000203724,ortholog_one2one,1,41,37
ENSDARG00000099564,,,,,
ENSDARG00000070537,,,,,
ENSDARG00000092738,,,,,
ENSDARG00000075346,ENSG00000168936,ortholog_one2one,1,65,65
ENSDARG00000102448,,,,,
ENSDARG00000104986,,,,,
ENSDARG00000079463,ENSG00000013288,ortholog_one2one,0,56,56
ENSDARG00000061852,ENSG00000116774,ortholog_one2many,1,45,43
ENSDARG00000100603,ENSG00000268279,ortholog_many2many,1,13,7
ENSDARG00000100603,ENSG00000170876,ortholog_many2many,1,47,8
ENSDARG00000071306,,,,,
ENSDARG00000088157,ENSG00000112562,ortholog_one2one,1,68,62
ENSDARG00000071506,,,,,
ENSDARG00000086805,ENSG00000180347,ortholog_one2one,1,20,17
ENSDARG00000055561,,,,,
ENSDARG00000105053,ENSG00000185610,ortholog_one2one,1,46,17
ENSDARG00000076043,,,,,
ENSDARG00000102017,ENSG00000133107,ortholog_one2many,1,76,70
ENSDARG00000093024,,,,,
ENSDARG00000098637,ENSG00000259288,ortholog_many2many,1,34,24
ENSDARG00000098637,ENSG00000137843,ortholog_many2many,1,34,24
ENSDARG00000022807,ENSG00000154217,ortholog_one2one,0,57,52
ENSDARG00000089821,,,,,
ENSDARG00000004870,ENSG00000080815,ortholog_one2one,1,71,70
ENSDARG00000102449,,,,,
ENSDARG00000077290,,,,,
ENSDARG00000094644,,,,,
ENSDARG00000093442,,,,,
ENSDARG00000075165,ENSG00000188177,ortholog_one2many,1,37,20
ENSDARG00000075165,ENSG00000144161,ortholog_one2many,1,2,5
ENSDARG00000105083,ENSG00000116254,ortholog_one2one,1,77,78
ENSDARG00000087190,ENSG00000145113,ortholog_one2one,0,17,2
ENSDARG00000101482,ENSG00000159399,ortholog_one2one,1,79,79
ENSDARG00000035610,,,,,
ENSDARG00000039499,,,,,
ENSDARG00000055377,ENSG00000069966,ortholog_one2many,1,85,85
ENSDARG00000104188,ENSG00000133477,ortholog_one2many,1,36,32
ENSDARG00000071458,ENSG00000135835,ortholog_one2many,1,25,22
ENSDARG00000100453,,,,,
ENSDARG00000045754,ENSG00000127720,ortholog_one2one,1,45,44
ENSDARG00000090839,,,,,
ENSDARG00000098851,,,,,
ENSDARG00000052074,,,,,
ENSDARG00000045422,ENSG00000241127,ortholog_one2one,1,28,27
ENSDARG00000092351,,,,,
ENSDARG00000099539,,,,,
ENSDARG00000075188,ENSG00000142303,ortholog_one2one,1,66,66
ENSDARG00000019709,ENSG00000116574,ortholog_one2many,1,74,73
ENSDARG00000021607,ENSG00000172260,ortholog_one2one,1,63,62
ENSDARG00000091914,,,,,
ENSDARG00000099419,ENSG00000065833,ortholog_one2many,1,71,42
ENSDARG00000004306,ENSG00000114648,ortholog_one2one,1,82,82
ENSDARG00000009018,ENSG00000132677,ortholog_one2one,1,62,62
ENSDARG00000097970,,,,,
ENSDARG00000070452,ENSG00000133872,ortholog_one2one,1,40,40
ENSDARG00000014545,ENSG00000173905,ortholog_one2many,1,45,31
ENSDARG00000001498,ENSG00000141293,ortholog_one2one,1,51,53
ENSDARG00000045296,ENSG00000172428,ortholog_one2one,1,77,17
ENSDARG00000068181,ENSG00000015413,ortholog_one2one,1,54,55
ENSDARG00000061042,ENSG00000136928,ortholog_one2one,0,75,74
ENSDARG00000015915,,,,,
ENSDARG00000089291,ENSG00000169689,ortholog_one2one,1,52,52
ENSDARG00000104727,ENSG00000114933,ortholog_one2one,1,56,50
ENSDARG00000013834,ENSG00000163947,ortholog_one2one,1,72,70
ENSDARG00000060415,ENSG00000214944,ortholog_one2one,1,36,38
ENSDARG00000102282,,,,,
ENSDARG00000005392,ENSG00000105641,ortholog_one2one,1,60,56
ENSDARG00000087870,ENSG00000173567,ortholog_one2many,0,21,20
ENSDARG00000102851,,,,,
ENSDARG00000052019,,,,,
ENSDARG00000068729,ENSG00000055332,ortholog_one2many,1,23,30
ENSDARG00000103473,,,,,
ENSDARG00000008395,ENSG00000169371,ortholog_one2one,1,64,64
ENSDARG00000100009,ENSG00000122257,ortholog_one2many,1,47,5
ENSDARG00000097745,,,,,
ENSDARG00000027172,ENSG00000112419,ortholog_one2one,1,46,42
ENSDARG00000076730,ENSG00000134207,ortholog_one2many,1,63,80
ENSDARG00000040008,ENSG00000164600,ortholog_one2many,1,54,63
ENSDARG00000095829,,,,,
ENSDARG00000002494,ENSG00000115221,ortholog_one2one,1,58,58
ENSDARG00000091712,,,,,
ENSDARG00000043847,ENSG00000203756,ortholog_one2one,1,35,48
ENSDARG00000037919,ENSG00000122257,ortholog_one2many,1,51,50
ENSDARG00000059658,ENSG00000278619,ortholog_one2one,0,34,37
ENSDARG00000069966,ENSG00000012779,ortholog_one2many,1,59,59
ENSDARG00000104681,,,,,
ENSDARG00000101313,ENSG00000152034,ortholog_one2many,1,60,61
ENSDARG00000099800,,,,,
ENSDARG00000045553,ENSG00000086696,ortholog_one2one,1,38,35
ENSDARG00000103984,ENSG00000100055,ortholog_one2many,1,70,71
ENSDARG00000053166,ENSG00000204116,ortholog_one2one,1,89,69
ENSDARG00000045843,ENSG00000100823,ortholog_one2one,1,67,66
ENSDARG00000077523,ENSG00000196116,ortholog_one2many,1,48,48
ENSDARG00000097596,,,,,
ENSDARG00000011879,ENSG00000109101,ortholog_one2one,1,35,31
ENSDARG00000035632,ENSG00000172724,ortholog_one2many,1,26,29
ENSDARG00000056233,ENSG00000185475,ortholog_one2many,1,37,37
ENSDARG00000077955,ENSG00000127870,ortholog_one2one,1,41,44
ENSDARG00000094502,,,,,
ENSDARG00000014599,ENSG00000138074,ortholog_one2many,1,61,57
ENSDARG00000103349,ENSG00000276547,ortholog_many2many,1,43,37
ENSDARG00000103349,ENSG00000261934,ortholog_many2many,1,43,37
ENSDARG00000103349,ENSG00000253159,ortholog_many2many,1,44,38
ENSDARG00000039429,,,,,
ENSDARG00000088402,ENSG00000102445,ortholog_one2one,1,55,23
ENSDARG00000061143,ENSG00000169762,ortholog_one2many,1,77,77
ENSDARG00000099010,,,,,
ENSDARG00000057437,ENSG00000189058,ortholog_one2many,1,50,49
ENSDARG00000102478,ENSG00000136378,ortholog_one2one,1,45,37
ENSDARG00000102655,,,,,
ENSDARG00000004046,ENSG00000156531,ortholog_one2one,1,68,70
ENSDARG00000056651,ENSG00000125861,ortholog_one2many,1,24,35
ENSDARG00000098107,,,,,
ENSDARG00000103843,ENSG00000137098,ortholog_one2one,1,27,11
ENSDARG00000019930,ENSG00000104903,ortholog_one2many,0,29,33
ENSDARG00000095087,,,,,
ENSDARG00000003903,ENSG00000132702,ortholog_one2one,1,53,53
ENSDARG00000076807,,,,,
ENSDARG00000105069,,,,,
ENSDARG00000061697,ENSG00000118298,ortholog_one2one,0,43,47
ENSDARG00000087641,,,,,
ENSDARG00000044811,ENSG00000136807,ortholog_one2one,1,85,90
ENSDARG00000104431,ENSG00000079215,ortholog_one2many,1,77,76
ENSDARG00000039513,ENSG00000188493,ortholog_one2one,1,45,39
ENSDARG00000103783,ENSG00000166265,ortholog_one2one,1,52,53
ENSDARG00000052089,ENSG00000163394,ortholog_one2one,1,53,55
ENSDARG00000093007,ENSG00000135698,ortholog_one2one,1,61,64
ENSDARG00000101654,,,,,
ENSDARG00000051896,ENSG00000138829,ortholog_one2many,1,68,43
ENSDARG00000096610,,,,,
ENSDARG00000070126,,,,,
ENSDARG00000031709,ENSG00000130382,ortholog_one2many,1,60,62
ENSDARG00000012801,ENSG00000067057,ortholog_one2many,1,79,78
ENSDARG00000029457,ENSG00000081248,ortholog_one2many,1,70,67
ENSDARG00000095877,,,,,
ENSDARG00000020521,ENSG00000138190,ortholog_one2one,1,85,85
ENSDARG00000020600,ENSG00000151692,ortholog_one2many,0,86,86
ENSDARG00000013653,ENSG00000162618,ortholog_one2one,1,50,54
ENSDARG00000011312,ENSG00000104375,ortholog_one2one,1,88,84
ENSDARG00000000542,ENSG00000153767,ortholog_one2one,1,71,72
ENSDARG00000093089,,,,,
ENSDARG00000097939,,,,,
ENSDARG00000100206,ENSG00000104731,ortholog_one2one,1,63,71
ENSDARG00000056742,ENSG00000072832,ortholog_one2one,0,78,66
ENSDARG00000092561,,,,,
ENSDARG00000101197,,,,,
ENSDARG00000020397,ENSG00000110025,ortholog_one2one,1,36,42
ENSDARG00000031587,ENSG00000162769,ortholog_one2one,1,64,61
ENSDARG00000094124,,,,,
ENSDARG00000034852,ENSG00000144130,ortholog_one2one,1,49,59
ENSDARG00000097307,,,,,
ENSDARG00000019300,ENSG00000143493,ortholog_one2one,1,76,76
ENSDARG00000089480,,,,,
ENSDARG00000037783,ENSG00000126231,ortholog_one2many,1,32,32
ENSDARG00000099639,ENSG00000104228,ortholog_one2many,0,34,32
ENSDARG00000073744,ENSG00000176095,ortholog_one2one,1,73,71
ENSDARG00000020114,ENSG00000144136,ortholog_one2many,1,64,62
ENSDARG00000069160,ENSG00000219438,ortholog_one2many,0,65,65
ENSDARG00000094415,,,,,
ENSDARG00000088870,,,,,
ENSDARG00000104037,ENSG00000166183,ortholog_one2many,1,18,8
ENSDARG00000055185,ENSG00000142484,ortholog_one2one,0,54,55
ENSDARG00000037196,ENSG00000150347,ortholog_one2one,1,45,39
ENSDARG00000069627,,,,,
ENSDARG00000038964,,,,,
ENSDARG00000058362,,,,,
ENSDARG00000090408,ENSG00000178568,ortholog_one2many,1,76,74
ENSDARG00000003940,ENSG00000117640,ortholog_one2one,1,51,54
ENSDARG00000101104,ENSG00000166801,ortholog_many2many,0,25,22
ENSDARG00000101104,ENSG00000189057,ortholog_many2many,0,21,15
ENSDARG00000089371,,,,,
ENSDARG00000038737,ENSG00000025293,ortholog_one2many,1,39,39
ENSDARG00000077492,ENSG00000132932,ortholog_one2one,1,76,75
ENSDARG00000103200,ENSG00000148358,ortholog_one2one,1,60,54
ENSDARG00000093301,,,,,
ENSDARG00000097802,,,,,
ENSDARG00000018743,ENSG00000198794,ortholog_one2many,1,81,79
ENSDARG00000093042,,,,,
ENSDARG00000079008,ENSG00000160767,ortholog_one2one,1,33,36
ENSDARG00000100620,ENSG00000149930,ortholog_one2many,1,57,52
ENSDARG00000017658,ENSG00000173540,ortholog_one2one,1,81,76
ENSDARG00000075245,ENSG00000120008,ortholog_one2one,1,75,76
ENSDARG00000038121,ENSG00000128886,ortholog_one2one,1,21,31
ENSDARG00000099025,,,,,
ENSDARG00000096965,,,,,
